attention,partyid,education,age,postalcode,income,control_income,control_amount_income,treat_average_income,treat_average_amount_income,treat_suppose_income,treat_suppose_amount_income,control_original,control_amount,treat_average,treat_average_amount,treat_suppose,treat_suppose_amount,treatment_income,control_response,control_amount_response,treatment1_response,treatment1_amount_response,treatment2_response,treatment2_amount_response,treatment_response,control,treatment1,treatment2,treatment,yhat,caseid
1,Independent,college,57,895,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,325
1,Independent,highschool,28,80,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,326
1,Democratic,college,25,934,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,327
1,Independent,highschool,36,626,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,328
1,Republican,graduate,51,140,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,329
1,Independent,college,57,701,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,330
1,Democratic,graduate,42,463,20k,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,25,NA,NA,NA,NA,NA,1,0,0,0,1,331
1,Republican,graduate,37,486,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,332
1,Independent,college,37,891,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,333
1,Democratic,graduate,32,113,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,334
1,Republican,graduate,30,808,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,335
1,Republican,college,33,105,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,336
0,Independent,college,47,604,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,337
1,Republican,college,30,940,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,50,NA,NA,0,NA,NA,1,50,NA,NA,1,0,1,0,1,1,338
1,Independent,college,28,344,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,339
1,Democratic,college,39,905,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,340
1,Democratic,college,53,871,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,341
1,Republican,graduate,36,19014,50k,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,200,NA,NA,NA,NA,NA,1,0,0,0,1,342
1,Democratic,college,32,100,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,0,NA,NA,1,25,NA,NA,1,0,1,0,1,1,343
1,Independent,college,39,100,100k,NA,NA,NA,NA,1,500,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,500,1,0,0,1,1,1,344
1,Democratic,highschool,31,641,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,345
1,Republican,graduate,33,581,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,346
1,Independent,college,60,640,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,347
1,Democratic,college,35,335,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,348
1,Republican,graduate,52,61,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,349
1,Independent,college,23,117,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,350
1,Democratic,graduate,28,4408,20k,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,0,NA,NA,1,10,NA,NA,1,0,1,0,1,1,351
1,Democratic,college,38,226,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80,0,NA,NA,NA,NA,1,80,1,0,0,1,1,1,352
1,Republican,college,44,253,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,353
1,Republican,graduate,60,347,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,354
1,Democratic,graduate,35,921,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,355
1,Democratic,college,28,902,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,1,2,1,0,0,1,1,1,356
1,Democratic,graduate,68,769,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,357
1,Republican,college,37,373,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,358
1,Democratic,college,35,770,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,359
1,Democratic,college,28,524,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,360
1,Democratic,college,19,774,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,361
1,Democratic,college,26,334,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,362
1,Republican,college,48,895,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,363
1,Democratic,graduate,27,208,50k,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,25,NA,NA,1,0,1,0,1,1,364
1,Independent,college,30,563,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,365
1,Independent,college,48,294,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,366
1,Republican,college,33,948,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,367
1,Democratic,college,32,554,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,368
0,Democratic,graduate,33,93,50k,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,10,NA,NA,1,0,1,0,1,1,369
1,Democratic,highschool,31,719,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,370
1,Independent,college,22,778,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,371
1,Independent,highschool,39,794,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,372
1,Democratic,graduate,37,567,20k,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20,1,0,0,1,1,1,373
1,Republican,college,40,614,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,374
1,Independent,highschool,33,600,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,375
1,Independent,college,24,701,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,376
1,Democratic,highschool,40,383,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,377
1,Democratic,college,23,310,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,378
1,Independent,graduate,37,770,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,379
1,Democratic,college,30,492,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,380
1,Democratic,graduate,34,605,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,381
1,Independent,college,24,967,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,1,10,1,0,0,1,1,1,382
1,Democratic,graduate,57,231,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,383
1,Independent,college,53,988,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,384
1,Democratic,college,40,100,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,385
1,Democratic,college,31,117,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,386
1,Democratic,college,26,18,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,387
1,Democratic,college,40,951,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,388
1,Democratic,graduate,51,488,100k,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,50,NA,NA,1,0,1,0,1,1,389
1,Republican,graduate,29,331,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,390
1,Independent,college,33,681,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,391
1,Democratic,college,46,339,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,392
1,Republican,graduate,32,602,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,393
1,Republican,graduate,33,147,50k,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,NA,NA,1,0,1,0,1,1,394
1,Democratic,college,38,913,50k,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,20,NA,NA,1,0,1,0,1,1,395
1,Republican,college,19,778,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,396
1,Independent,college,37,959,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,397
1,Democratic,college,73,786,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,398
1,Republican,college,33,770,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,399
1,Independent,college,41,984,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,400
1,Republican,highschool,66,985,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,401
1,Independent,college,54,29,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,402
1,Democratic,graduate,33,841,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,403
1,Independent,graduate,38,996,100k,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,200,NA,NA,NA,NA,NA,1,0,0,0,1,404
1,Independent,highschool,38,232,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,405
1,Democratic,college,22,112,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,406
1,Democratic,college,47,238,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,407
1,Republican,graduate,66,357,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,408
1,Democratic,graduate,66,212,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,1,10,1,0,0,1,1,1,409
1,Democratic,college,31,511,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,410
1,Democratic,college,20,939,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,411
1,Democratic,college,57,207,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,412
1,Democratic,graduate,29,331,50k,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,1,0,0,0,1,413
1,Democratic,graduate,29,331,50k,1,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,50000,NA,NA,NA,NA,NA,1,0,0,0,1,414
1,Republican,graduate,37,972,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,415
1,Democratic,college,45,754,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,416
1,Democratic,graduate,24,323,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,417
1,Democratic,college,24,770,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,418
1,Democratic,graduate,41,65,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,419
1,Democratic,graduate,39,925,50k,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,NA,NA,1,0,1,0,1,1,420
1,Democratic,college,33,553,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,421
1,Republican,college,49,291,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,422
1,Democratic,graduate,67,120,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,423
0,Republican,college,54,840,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,424
1,Democratic,college,45,754,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,425
1,Democratic,highschool,36,413,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,426
1,Independent,college,34,891,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,427
1,Democratic,graduate,25,328,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,428
1,Republican,college,48,86,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,429
1,Democratic,college,42,480,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,430
1,Democratic,graduate,61,430,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,431
1,Democratic,graduate,21,100,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,432
1,Democratic,college,33,442,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,433
1,Independent,college,49,983,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,434
1,Independent,college,39,376,50k,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,NA,NA,1,0,1,0,1,1,435
1,Republican,college,37,300,20k,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,0,NA,NA,1,20,NA,NA,1,0,1,0,1,1,436
0,Democratic,graduate,50,334,20k,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,0,NA,NA,1,25,NA,NA,1,0,1,0,1,1,437
1,Independent,highschool,36,945,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,438
1,Democratic,graduate,53,951,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,439
1,Republican,college,47,314,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,440
1,Democratic,graduate,32,320,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,441
1,Democratic,college,27,120,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,442
1,Republican,college,33,810,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,443
1,Democratic,college,50,191,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,444
1,Democratic,college,31,601,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,445
1,Independent,highschool,46,70,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,446
1,Democratic,college,42,300,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,447
1,Republican,graduate,52,273,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,448
1,Republican,graduate,69,66,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,449
1,Republican,highschool,30,951,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,450
1,Independent,college,35,800,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,451
1,Democratic,graduate,27,378,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,452
1,Democratic,college,35,17,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,453
1,Independent,highschool,27,606,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,454
1,Democratic,graduate,38,220,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,455
1,Republican,highschool,33,895,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,456
1,Republican,college,60,275,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,457
1,Democratic,college,40,408,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,458
1,Independent,college,63,320,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,459
1,Republican,college,35,54,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,460
1,Democratic,graduate,40,770,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,461
1,Republican,college,47,70,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,462
1,Independent,college,41,441,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,463
1,Republican,college,40,201,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,464
1,Democratic,graduate,39,420,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,465
1,Democratic,college,25,492,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,466
1,Republican,college,37,338,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,467
1,Independent,graduate,72,127,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,468
1,Republican,college,30,366,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,469
0,Democratic,college,24,200,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,470
1,Democratic,graduate,30,970,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,NA,NA,NA,NA,1,40,1,0,0,1,1,1,471
1,Independent,graduate,34,460,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,472
1,Republican,college,41,286,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,473
1,Republican,college,32,295,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,474
1,Independent,college,41,836,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,475
1,Democratic,college,33,121,100k,NA,NA,NA,NA,NA,NA,1,1000,NA,NA,NA,NA,0,1,1000,NA,NA,NA,NA,NA,1,0,0,0,1,476
1,Democratic,graduate,34,222,100k,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,25,NA,NA,1,0,1,0,1,1,477
1,Independent,graduate,31,208,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,478
1,Independent,college,27,18,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,479
1,Independent,graduate,64,240,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,480
1,Republican,highschool,40,453,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,481
1,Independent,highschool,58,751,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,482
1,Independent,college,48,199,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,483
1,Republican,graduate,40,301,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,484
1,Independent,graduate,22,452,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA,0,NA,NA,1,12,NA,NA,1,0,1,0,1,1,485
1,Republican,college,33,285,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,486
1,Independent,graduate,31,208,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,487
